source,source_entry,date_day,date_month,date_year,actor_id,actor_fullname,WikidataID,actor_first_name,actor_surname,role,status,phase
BRGA818,12061645B,12,06,1645,5926,Peter Van der Plas,,Peter,Van der Plas,member,teacher,former
BRGA818,12061645C,12,06,1645,2932,Jan Van Velthoven,,Jan,Van Velthoven,painter,teacher,former
BRGA818,12061645C,12,06,1645,3041,Carel Alexander Van Geel,,Carel Alexander,Van Geel,member,master,start
BRGA818,12061645D,12,06,1645,2821,David Noveliers,,David,Noveliers,painter,master,former
BRGA818,12061645D,12,06,1645,3045,Salomon Noveliers,,Salomon,Noveliers,member,master’s son,start
BRGA818,12061645E,12,06,1645,5780,Jacques Antoon De Meester,,Jacques Antoon,De Meester,member,master,start
BRGA818,12071608,12,07,1608,5995,Peter Noveliers,,Peter,Noveliers,painter,teacher,start
BRGA818,12071608,12,07,1608,6368,Alexander Levens,,Alexander,Levens,member,apprentice,start
BRGA818,12071640,12,07,1640,2883,Jan Gerard Du Chateau,,Jan Gerard,Du Chateau,member,apprentice,start
BRGA818,12071640,12,07,1640,5874,Jan Meysens,,Jan,Meysens,painter,teacher,start
BRGA818,12071676,12,07,1676,5391,Jan Caffmeyer,,Jan,Caffmeyer,glazier,master,start
BRGA818,12071683,12,07,1683,513,Lucas Achtschellinck,,Lucas,Achtschellinck,painter,teacher,start
BRGA818,12071683,12,07,1683,5586,Jacob Van Haettem,,Jacob,Van Haettem,painter,apprentice,start
BRGA818,12071686,12,07,1686,3033,Jan Van Daele,Q27957561,Jan,Van Daele,member,teacher,start
BRGA818,12071686,12,07,1686,5616,Nicolaes Pletinckx,,Nicolaes,Pletinckx,gilder,apprentice,start
BRGA818,12081609,12,08,1609,6087,Jacques Roddaert,,Jacques,Roddaert,glazier,teacher,start
BRGA818,12081609,12,08,1609,6486,Dirick Caussens,,Dirick,Caussens,member,apprentice,start
BRGA818,12081620,12,08,1620,6139,Cornelis Floris,,Cornelis,Floris,painter,master,start
BRGA818,12081620,12,08,1620,6139,Cornelis Floris,,Cornelis,Floris,painter,apprentice,former
BRGA818,12081620,12,08,1620,6971,Cornelis Floris,,Cornelis,Floris,painter,teacher,former
BRGA818,12081653A,12,08,1653,2196,Willem Van Schoor,Q18516541,Willem,Van Schoor,painter,teacher,start
BRGA818,12081653A,12,08,1653,3191,Cesar Hermans,,Cesar,Hermans,member,apprentice,start
BRGA818,12081653B,12,08,1653,3193,Peter Van Waetom,,Peter,Van Waetom,member,apprentice,start
BRGA818,12081653B,12,08,1653,509,Jacques Artois,,Jacques,Artois,painter,teacher,start
BRGA818,12081653C,12,08,1653,3194,Peter Philips Kavelleer,,Peter Philips,Kavelleer,member,apprentice,start
BRGA818,12081653C,12,08,1653,3195,Godfried Allaert,,Godfried,Allaert,painter,teacher,start
BRGA818,12081653D,12,08,1653,2972,Peter De Backer,,Peter,De Backer,painter,teacher,start
BRGA818,12081653D,12,08,1653,3197,Philips Boellon,,Philips,Boellon,member,apprentice,start
BRGA818,12081661A,12,08,1661,3510,Jan Raes,,Jan,Raes,goldsmith,teacher,start
BRGA818,12081661A,12,08,1661,5684,Jan Bousou,,Jan,Bousou,goldsmith,apprentice,start
BRGA818,12081661B,12,08,1661,3136,Bartholomeus Philipsens,,Bartholomeus,Philipsens,glazier,teacher,start
BRGA818,12081661B,12,08,1661,5685,Jan Peneuner,,Jan,Peneuner,glazier,apprentice,start
BRGA818,12081661C,12,08,1661,2801,Wolfaert Wiedemans,,Wolfaert,Wiedemans,goldsmith,teacher,start
BRGA818,12081661C,12,08,1661,5686,Willem Commys,,Willem,Commys,goldsmith,apprentice,start
BRGA818,12081689,12,08,1689,150,Victor Janssens,Q2149073,Victor,Janssens,painter,master,start
BRGA818,12091629,12,09,1629,6136,Angelus De Clerck,,Angelus,De Clerck,painter,teacher,start
BRGA818,12091629,12,09,1629,6252,Jan Laurys De Brye,,Jan Laurys,De Brye,painter,apprentice,start
BRGA818,12091640,12,09,1640,2908,Gillis Penninckx,,Gillis,Penninckx,painter,apprentice,start
BRGA818,12091640,12,09,1640,6023,Lenard Wauwermans,,Lenard,Wauwermans,painter,teacher,former
BRGA818,12101603,12,10,1603,5945,Denys Van Alsloot,,Denys,Van Alsloot,painter,teacher,start
BRGA818,12101603,12,10,1603,6093,Sennyn Van Eyck,,Sennyn,Van Eyck,member,apprentice,start
BRGA818,12101613A,12,10,1613,6472,Jacques Regaets,,Jacques,Regaets,painter,teacher,start
BRGA818,12101613A,12,10,1613,6906,Michiel Peres,,Michiel,Peres,painter,apprentice,start
BRGA818,12101613B,12,10,1613,6089,Servaes Coels,,Servaes,Coels,painter,teacher,start
BRGA818,12101613B,12,10,1613,6912,Carel Montien,,Carel,Montien,painter,apprentice,start
BRGA818,12101613C,12,10,1613,6915,Lucas Claessens,,Lucas,Claessens,painter,teacher,start
BRGA818,12101613C,12,10,1613,6916,Joos De Vriendt,,Joos,De Vriendt,painter,apprentice,start
BRGA818,12101620,12,10,1620,6062,Lanceloot Lefebure,,Lanceloot,Lefebure,painter,teacher,start
BRGA818,12101620,12,10,1620,6969,Pierre Tassot,,Pierre,Tassot,painter,apprentice,start
BRGA818,12101623,12,10,1623,6023,Lenard Wauwermans,,Lenard,Wauwermans,painter,teacher,start
BRGA818,12101623,12,10,1623,6532,Jacob Mememans,,Jacob,Mememans,painter,apprentice,start
BRGA818,12101689,12,10,1689,3093,Jan Schoreels,,Jan,Schoreels,glazier,teacher,start
BRGA818,12101689,12,10,1689,5670,Gillis Bouvin,,Gillis,Bouvin,glazier,apprentice,start
BRGA818,12111605,12,11,1605,5929,Philips Van Bentem,,Philips,Van Bentem,painter,master,former
BRGA818,12111605,12,11,1605,6180,Michiel De Noye,,Michiel,De Noye,painter,master,start
BRGA818,12111620,12,11,1620,6089,Servaes Coels,,Servaes,Coels,painter,teacher,former
BRGA818,12111620,12,11,1620,6596,Jan De Roy,,Jan,De Roy,member,master,start
BRGA818,12111620,12,11,1620,6596,Jan De Roy,,Jan,De Roy,member,apprentice,former
BRGA818,12121612,12,12,1612,6349,David Ringheler,,David,Ringheler,glazier,teacher,start
BRGA818,12121612,12,12,1612,6852,Jan De Prie,,Jan,De Prie,member,apprentice,start
BRGA818,13011630,13,01,1630,2900,Willem Lauwers,,Willem,Lauwers,painter,apprentice,start
BRGA818,13011630,13,01,1630,2902,Maximiliaen Van der Elst,,Maximiliaen,Van der Elst,painter,teacher,start
BRGA818,13011639A,13,01,1639,2784,Francois Coppens,,Francois,Coppens,glazier,apprentice,start
BRGA818,13011639A,13,01,1639,2786,Engel Van den Bosch,,Engel,Van den Bosch,glazier,teacher,start
BRGA818,13011639B,13,01,1639,2787,Antoon Van der Keersen,,Antoon,Van der Keersen,member,apprentice,start
BRGA818,13011639B,13,01,1639,5883,Peter Van Capenborcht,,Peter,Van Capenborcht,glazier,teacher,start
BRGA818,13011675,13,01,1675,5401,Cornelis Huysmans,,Cornelis,Huysmans,painter,master,start
BRGA818,13011693,13,01,1693,2187,Erasmus Crock,,Erasmus,Crock,glazier,teacher,start
BRGA818,13011693,13,01,1693,5721,Peter De Winter,,Peter,De Winter,glazier,apprentice,start
BRGA818,13021603,13,02,1603,6068,Jan Verbelen,,Jan,Verbelen,member,apprentice,start
BRGA818,13021603,13,02,1603,6070,Francois Verbelen,,Francois,Verbelen,painter,teacher,start
BRGA818,13021610,13,02,1610,3195,Godfried Allaert,,Godfried,Allaert,painter,apprentice,start
BRGA818,13021610,13,02,1610,5925,Antoon Van der Meren,,Antoon,Van der Meren,painter,teacher,start
BRGA818,13021617A,13,02,1617,2926,Jan De Paege,,Jan,De Paege,painter,teacher,start
BRGA818,13021617A,13,02,1617,6712,Carel Van der Gucht,,Carel,Van der Gucht,painter,apprentice,start
BRGA818,13021617B,13,02,1617,532,Louis Cousin,,Louis,Cousin,painter,apprentice,start
BRGA818,13021617B,13,02,1617,6106,Gillis Claessens,,Gillis,Claessens,painter,teacher,start
BRGA818,13021618,13,02,1618,6084,Peter Coppens,,Peter,Coppens,painter,teacher,start
BRGA818,13021618,13,02,1618,6714,Pangras Beeneken,,Pangras,Beeneken,member,apprentice,start
BRGA818,13021651,13,02,1651,2860,Jacob De Backer,Q728948,Jacob,De Backer,member,teacher,start
BRGA818,13021651,13,02,1651,3154,Willem Klaret,,Willem,Klaret,member,apprentice,start
BRGA818,13021661A,13,02,1661,563,Peter Van Orley,,Peter,Van Orley,painter,master’s son,start
BRGA818,13021661B,13,02,1661,5490,Willem Piscador,,Willem,Piscador,goldsmith,master’s son,start
BRGA818,13031608,13,03,1608,6070,Francois Verbelen,,Francois,Verbelen,painter,teacher,start
BRGA818,13031608,13,03,1608,6354,Lucas Waeykarts,,Lucas,Waeykarts,painter,apprentice,start
BRGA818,13041609,13,04,1609,6062,Lanceloot Lefebure,,Lanceloot,Lefebure,painter,master,start
BRGA818,13051633,13,05,1633,6060,Gillis Van Blayenbergh,,Gillis,Van Blayenbergh,member,master,start
BRGA818,13051633,13,05,1633,6060,Gillis Van Blayenbergh,,Gillis,Van Blayenbergh,member,apprentice,former
BRGA818,13051633,13,05,1633,6062,Lanceloot Lefebure,,Lanceloot,Lefebure,painter,teacher,former
BRGA818,13051643,13,05,1643,2945,Daniel Van Schoor,,Daniel,Van Schoor,member,teacher,start
BRGA818,13051643,13,05,1643,2950,Francois Morren,,Francois,Morren,member,apprentice,start
BRGA818,13051650,13,05,1650,3105,Philips Schalie,,Philips,Schalie,member,master’s son,start
BRGA818,13051650,13,05,1650,3106,Peter Schalie,,Peter,Schalie,member,master,start
BRGA818,13061608,13,06,1608,6036,Willem Van Worms,,Willem,Van Worms,painter,teacher,start
BRGA818,13061608,13,06,1608,6362,Jacques Van Overstraeten,,Jacques,Van Overstraeten,painter,apprentice,start
BRGA818,13061609,13,06,1609,6432,Augustyn Van der Venne,,Augustyn,Van der Venne,member,master,start
BRGA818,13061643A,13,06,1643,2959,Antoon Symons,,Antoon,Symons,glazier,apprentice,start
BRGA818,13061643A,13,06,1643,2961,Jan Bauwens,,Jan,Bauwens,glazier,teacher,start
BRGA818,13061643B,13,06,1643,2898,Peter Van Gindertaelen,,Peter,Van Gindertaelen,painter,teacher,start
BRGA818,13061643B,13,06,1643,2962,Peter Nys,,Peter,Nys,member,apprentice,start
BRGA818,13071632,13,07,1632,2932,Jan Van Velthoven,,Jan,Van Velthoven,painter,teacher,start
BRGA818,13071632,13,07,1632,6095,Daniel De la Fontaine,,Daniel,De la Fontaine,member,apprentice,start
BRGA818,13071634,13,07,1634,2935,Jacob Godsvriendt,,Jacob,Godsvriendt,glazier,apprentice,former
BRGA818,13071634,13,07,1634,2935,Jacob Godsvriendt,,Jacob,Godsvriendt,glazier,master,start
BRGA818,13071634,13,07,1634,6618,Willem Van den Eynde,,Willem,Van den Eynde,glazier,teacher,former
BRGA818,13071682,13,07,1682,5499,Cornelis Gillis,,Cornelis,Gillis,glazier,teacher,start
BRGA818,13071682,13,07,1682,5560,Laurys Van Andris,,Laurys,Van Andris,member,apprentice,start
BRGA818,13071682A,13,07,1682,5563,Thomas Van Greuls,,Thomas,Van Greuls,painter,master,start
BRGA818,13071682B,13,07,1682,5564,De Vocht,,,De Vocht,painter,master,start
BRGA818,13071686,13,07,1686,5549,Adriaen Francois Baudewyns,,Adriaen Francois,Baudewyns,painter,teacher,start
BRGA818,13071686,13,07,1686,5617,Peter ,,Peter,,member,apprentice,start
BRGA818,13081608A,13,08,1608,5925,Antoon Van der Meren,,Antoon,Van der Meren,painter,teacher,start
BRGA818,13081608A,13,08,1608,6372,Hans Van den Eynde,,Hans,Van den Eynde,painter,apprentice,start
BRGA818,13081608B,13,08,1608,6104,Jan Baptist Grondone,,Jan Baptist,Grondone,painter,teacher,start
BRGA818,13081608B,13,08,1608,6374,Fernand Van den Velde,,Fernand,Van den Velde,member,apprentice,start
BRGA818,13081635A,13,08,1635,2854,Philips Van der Elst,,Philips,Van der Elst,painter,teacher,start
BRGA818,13081635A,13,08,1635,6008,Jan Van der Vliet,,Jan,Van der Vliet,member,apprentice,start
BRGA818,13081635B,13,08,1635,2949,Antoon Van Beveren,,Antoon,Van Beveren,member,teacher,start
BRGA818,13081635B,13,08,1635,6013,Antoon Fransman,,Antoon,Fransman,member,apprentice,start
BRGA818,13101604,13,10,1604,6076,Louis Van den Pleyne,,Louis,Van den Pleyne,painter,master,start
BRGA818,13101604,13,10,1604,6077,Nicolaes Van Nevele,,Nicolaes,Van Nevele,member,teacher,former
BRGA818,13101611,13,10,1611,5947,Philips Britseels,,Philips,Britseels,painter,teacher,start
BRGA818,13101611,13,10,1611,6781,Florentin Collineau,,Florentin,Collineau,painter,apprentice,start
BRGA818,13101662,13,10,1662,2964,Cornelis Van Empel,,Cornelis,Van Empel,painter,apprentice,former
BRGA818,13101662,13,10,1662,2964,Cornelis Van Empel,,Cornelis,Van Empel,painter,master,start
BRGA818,13101662,13,10,1662,509,Jacques Artois,,Jacques,Artois,painter,teacher,former
BRGA818,13111646A,13,11,1646,2949,Antoon Van Beveren,,Antoon,Van Beveren,member,teacher,start
BRGA818,13111646A,13,11,1646,3060,Jacques Wauters,,Jacques,Wauters,member,apprentice,start
BRGA818,13111646B,13,11,1646,2866,Peter Meerts,,Peter,Meerts,painter,teacher,start
BRGA818,13111646B,13,11,1646,3062,Jacob Coremans,,Jacob,Coremans,member,apprentice,start
BRGA818,13111646C,13,11,1646,2829,Antoon Van Opstal,,Antoon,Van Opstal,painter,teacher,start
BRGA818,13111646C,13,11,1646,3064,Cornelis Goosens,,Cornelis,Goosens,member,apprentice,start
BRGA818,13111660A,13,11,1660,3138,Jan Cortois,,Jan,Cortois,goldsmith,teacher,start
BRGA818,13111660A,13,11,1660,5733,Francois Raes,,Francois,Raes,goldsmith,apprentice,start
BRGA818,13111660B,13,11,1660,3510,Jan Raes,,Jan,Raes,goldsmith,teacher,start
BRGA818,13111660B,13,11,1660,5736,Francois Pauwels,,Francois,Pauwels,goldsmith,apprentice,start
BRGA818,13111660C,13,11,1660,5739,Eduaert Sanderlin,,Eduaert,Sanderlin,painter,apprentice,start
BRGA818,13111660C,13,11,1660,5896,Peter Snayers,,Peter,Snayers,painter,teacher,start
BRGA818,13111660D,13,11,1660,3252,Francois Ysenbaut,,Francois,Ysenbaut,goldsmith,teacher,start
BRGA818,13111660D,13,11,1660,5757,Jacques Baptist Blocheau,,Jacques Baptist,Blocheau,goldsmith,apprentice,start
BRGA818,13121611,13,12,1611,6523,Willem Van Graenenbroeck,,Willem,Van Graenenbroeck,glazier,teacher,start
BRGA818,13121611,13,12,1611,6809,Bernard De Wevere,,Bernard,De Wevere,member,apprentice,start
BRGA818,13121634A,13,12,1634,2915,Lucas De Kemp,,Lucas,De Kemp,glazier,teacher,start
BRGA818,13121634A,13,12,1634,2970,Gillis Van Waeyenbergh,,Gillis,Van Waeyenbergh,glazier,apprentice,start
BRGA818,13121634B,13,12,1634,2969,Jacob Van Grimberghen,,Jacob,Van Grimberghen,goldsmith,teacher,start
BRGA818,13121634B,13,12,1634,6028,Jan De Post,,Jan,De Post,goldsmith,apprentice,start
BRGA818,14011604,14,01,1604,5940,Fernand Bert,,Fernand,Bert,painter,teacher,start
BRGA818,14011604,14,01,1604,6108,Lanceloot Jacobs,,Lanceloot,Jacobs,member,apprentice,start
BRGA818,14011612,14,01,1612,2902,Maximiliaen Van der Elst,,Maximiliaen,Van der Elst,painter,apprentice,start
BRGA818,14011612,14,01,1612,6516,Joris Donckerwolck,,Joris,Donckerwolck,painter,teacher,start
BRGA818,14011617,14,01,1617,6087,Jacques Roddaert,,Jacques,Roddaert,glazier,teacher,start
BRGA818,14011617,14,01,1617,6758,Gaspar Van Vellhen,,Gaspar,Van Vellhen,member,apprentice,start
BRGA818,14011636,14,01,1636,2797,Michiel De Sainneville,,Michiel,De Sainneville,member,apprentice,start
BRGA818,14011636,14,01,1636,5874,Jan Meysens,,Jan,Meysens,painter,teacher,start
BRGA818,14011693,14,01,1693,5340,Jacob Huysmans,,Jacob,Huysmans,painter,master,start
BRGA818,14021617,14,02,1617,490,Antoon Sallaert,,Antoon,Sallaert,painter,teacher,start
BRGA818,14021617,14,02,1617,6739,Bartholomeus Dandelot,,Bartholomeus,Dandelot,member,apprentice,start
BRGA818,14031646,14,03,1646,3048,Jan Baptist Fabri,,Jan Baptist,Fabri,member,apprentice,start
BRGA818,14031646,14,03,1646,509,Jacques Artois,,Jacques,Artois,painter,teacher,start
BRGA818,14031651,14,03,1651,3153,Charles Wautier,,Charles,Wautier,painter,master,start
BRGA818,14041605,14,04,1605,6106,Gillis Claessens,,Gillis,Claessens,painter,teacher,start
BRGA818,14041605,14,04,1605,6171,Vincent Muchet,,Vincent,Muchet,member,apprentice,start
BRGA818,14041606A,14,04,1606,490,Antoon Sallaert,,Antoon,Sallaert,painter,apprentice,start
BRGA818,14041606A,14,04,1606,6059,Michiel De Bordeaux,,Michiel,De Bordeaux,painter,teacher,start
BRGA818,14041606B,14,04,1606,6190,Wouter Janssens,,Wouter,Janssens,member,apprentice,start
BRGA818,14041606B,14,04,1606,6192,Raphael Coxie,,Raphael,Coxie,painter,teacher,start
BRGA818,14041620A,14,04,1620,6304,Joris Storm,,Joris,Storm,painter,teacher,former
BRGA818,14041620A,14,04,1620,6446,Lenard Verbruggen,,Lenard,Verbruggen,member,master,start
BRGA818,14041620A,14,04,1620,6446,Lenard Verbruggen,,Lenard,Verbruggen,member,apprentice,former
BRGA818,14041620B,14,04,1620,6604,Peter Marckan,,Peter,Marckan,member,apprentice,start
BRGA818,14041620B,14,04,1620,6606,Theodoor Sony,,Theodoor,Sony,member,teacher,start
BRGA818,14041620C,14,04,1620,6606,Theodoor Sony,,Theodoor,Sony,member,master,start
BRGA818,14041620C,14,04,1620,6606,Theodoor Sony,,Theodoor,Sony,member,apprentice,former
BRGA818,14041620C,14,04,1620,6607,Jan De Sony,,Jan,De Sony,member,master,start
BRGA818,14041620C,14,04,1620,6608,Jacques Francquart,,Jacques,Francquart,member,teacher,former
BRGA818,14041632A,14,04,1632,6099,Jan Van Aelst,,Jan,Van Aelst,glazier,master,start
BRGA818,14041632B,14,04,1632,2902,Maximiliaen Van der Elst,,Maximiliaen,Van der Elst,painter,teacher,start
BRGA818,14041632B,14,04,1632,6103,Johannes Medard Van der Meren,,Johannes Medard,Van der Meren,member,apprentice,start
BRGA818,14041633A,14,04,1633,3249,Joos Van den Winckel,,Joos,Van den Winckel,member,teacher,start
BRGA818,14041633A,14,04,1633,5915,Antoon Sapien,,Antoon,Sapien,member,apprentice,start
BRGA818,14041633B,14,04,1633,2915,Lucas De Kemp,,Lucas,De Kemp,glazier,teacher,start
BRGA818,14041633B,14,04,1633,6066,Jan Uytenhoeven,,Jan,Uytenhoeven,member,apprentice,start
BRGA818,14051643,14,05,1643,2795,Jan Odeyn,,Jan,Odeyn,glazier,teacher,start
BRGA818,14051643,14,05,1643,2953,Jan De Molder,,Jan,De Molder,member,apprentice,start
BRGA818,14061644,14,06,1644,2998,Simon Francois Baudewyns,,Simon Francois,Baudewyns,member,apprentice,start
BRGA818,14061644,14,06,1644,3000,[widow of] Croeystens,,[widow of],Croeystens,member,teacher,start
BRGA818,14061679,14,06,1679,5376,Joos Mossens,,Joos,Mossens,painter,master’s son,start
BRGA818,14071676,14,07,1676,5389,Maerten De Kerck,,Maerten,De Kerck,glazier,master’s son,start
BRGA818,14081653,14,08,1653,3107,Jan Van Opstal,,Jan,Van Opstal,painter,teacher,start
BRGA818,14081653,14,08,1653,3196,Jan Gillet,,Jan,Gillet,member,apprentice,start
BRGA818,14081664,14,08,1664,3153,Charles Wautier,,Charles,Wautier,painter,teacher,start
BRGA818,14081664,14,08,1664,5579,Francois Volsom,,Francois,Volsom,painter,apprentice,start
BRGA818,14101608,14,10,1608,5947,Philips Britseels,,Philips,Britseels,painter,teacher,start
BRGA818,14101608,14,10,1608,6377,Gabriel Van den Eynde,,Gabriel,Van den Eynde,member,apprentice,start
BRGA818,14101615,14,10,1615,5786,Severyn Diertyts,,Severyn,Diertyts,painter,apprentice,start
BRGA818,14101615,14,10,1615,6516,Joris Donckerwolck,,Joris,Donckerwolck,painter,teacher,start
BRGA818,14101625A,14,10,1625,2935,Jacob Godsvriendt,,Jacob,Godsvriendt,glazier,apprentice,start
BRGA818,14101625A,14,10,1625,6618,Willem Van den Eynde,,Willem,Van den Eynde,glazier,teacher,start
BRGA818,14101625B,14,10,1625,2829,Antoon Van Opstal,,Antoon,Van Opstal,painter,teacher,start
BRGA818,14101625B,14,10,1625,6450,Jan Daret,,Jan,Daret,member,apprentice,start
BRGA818,14111609,14,11,1609,6064,Hans Goddaert,,Hans,Goddaert,member,master,start
BRGA818,14111610,14,11,1610,6042,Hendrick De Vries,,Hendrick,De Vries,painter,teacher,former
BRGA818,14111610,14,11,1610,6673,Jan Marco,,Jan,Marco,painter,master,start
BRGA818,14111632A,14,11,1632,2994,Jan Van der Sanden,,Jan,Van der Sanden,member,apprentice,start
BRGA818,14111632A,14,11,1632,6084,Peter Coppens,,Peter,Coppens,painter,teacher,start
BRGA818,14111632B,14,11,1632,2838,Gerard Van Hoochstadt,,Gerard,Van Hoochstadt,painter,teacher,start
BRGA818,14111632B,14,11,1632,6082,Charles Daret,,Charles,Daret,member,apprentice,start
BRGA818,14111644,14,11,1644,2809,Peter Van der Borcht,,Peter,Van der Borcht,painter,teacher,start
BRGA818,14111644,14,11,1644,3013,Jan Ballais,,Jan,Ballais,member,apprentice,start
BRGA818,14121601,14,12,1601,6021,Michiel De Haese,,Michiel,De Haese,member,apprentice,start
BRGA818,14121601,14,12,1601,6023,Lenard Wauwermans,,Lenard,Wauwermans,painter,teacher,start
BRGA818,15011616,15,01,1616,6042,Hendrick De Vries,,Hendrick,De Vries,painter,teacher,start
BRGA818,15011616,15,01,1616,6811,Willem Van Immerseel,,Willem,Van Immerseel,member,apprentice,start
BRGA818,15011625,15,01,1625,2809,Peter Van der Borcht,,Peter,Van der Borcht,painter,master,start
BRGA818,15011625,15,01,1625,2809,Peter Van der Borcht,,Peter,Van der Borcht,painter,apprentice,former
BRGA818,15011625,15,01,1625,5945,Denys Van Alsloot,,Denys,Van Alsloot,painter,teacher,former
BRGA818,15011644,15,01,1644,2979,Jan Baptist Van Heil,,Jan Baptist,Van Heil,painter,teacher,start
BRGA818,15011644,15,01,1644,2991,Francois Van Niverseel,,Francois,Van Niverseel,member,apprentice,start
BRGA818,15011650A,15,01,1650,2941,Carel Nore,,Carel,Nore,member,master,start
BRGA818,15011650B,15,01,1650,3101,Boudewyn Bedet,,Boudewyn,Bedet,member,master,start
BRGA818,15011650C,15,01,1650,7228,Francois Coppens,,Francois,Coppens,painter,master’s son,start
BRGA818,15011650D,15,01,1650,92,Francisco Martini,,Francisco,Martini,member,master,start
BRGA818,15021607A,15,02,1607,6065,Francois Tons,,Francois,Tons,painter,teacher,start
BRGA818,15021607A,15,02,1607,6250,Nicolaes Van Herp,,Nicolaes,Van Herp,painter,apprentice,start
BRGA818,15021607B,15,02,1607,6253,Balthasar Bolion,,Balthasar,Bolion,painter,apprentice,start
BRGA818,15021607B,15,02,1607,6255,Cornelis De Bloyer,,Cornelis,De Bloyer,painter,teacher,start
BRGA818,15021608,15,02,1608,6042,Hendrick De Vries,,Hendrick,De Vries,painter,teacher,start
BRGA818,15021608,15,02,1608,6673,Jan Marco,,Jan,Marco,painter,apprentice,start
BRGA818,15021610,15,02,1610,6190,Wouter Janssens,,Wouter,Janssens,member,master,start
BRGA818,15021642,15,02,1642,2928,Cornelis Gillis,,Cornelis,Gillis,member,master’s son,start
BRGA818,15021642,15,02,1642,3082,Cornelis Gillis,,Cornelis,Gillis,glazier,master,start
BRGA818,15021663,15,02,1663,3138,Jan Cortois,,Jan,Cortois,goldsmith,teacher,start
BRGA818,15021663,15,02,1663,5392,Judocus Van Dormael,,Judocus,Van Dormael,goldsmith,apprentice,start
BRGA818,15021667,15,02,1667,3277,Johannes De Loes,,Johannes,De Loes,painter,teacher,former
BRGA818,15021667,15,02,1667,3749,Michiel Fortuyn,,Michiel,Fortuyn,painter,master,start
BRGA818,15021667,15,02,1667,3749,Michiel Fortuyn,,Michiel,Fortuyn,painter,apprentice,former
BRGA818,15021682A,15,02,1682,3153,Charles Wautier,,Charles,Wautier,painter,teacher,start
BRGA818,15021682A,15,02,1682,5524,Jan Baptist Tel,,Jan Baptist,Tel,painter,apprentice,start
BRGA818,15021682B,15,02,1682,3153,Charles Wautier,,Charles,Wautier,painter,teacher,start
BRGA818,15021682B,15,02,1682,5526,Peter Van der Belen,,Peter,Van der Belen,painter,apprentice,start
BRGA818,15021682C,15,02,1682,5374,Bartholomeus Cortois,,Bartholomeus,Cortois,goldsmith,teacher,start
BRGA818,15021682C,15,02,1682,5529,Hendrick Cortois,,Hendrick,Cortois,goldsmith,apprentice,start
BRGA818,15031610,15,03,1610,6477,Jan Van Lyven,,Jan,Van Lyven,member,master,start
BRGA818,15031614A,15,03,1614,3021,Cornelis Kerckjans,,Cornelis,Kerckjans,painter,apprentice,start
BRGA818,15031614A,15,03,1614,6684,Jacob Hanebal,,Jacob,Hanebal,painter,teacher,start
BRGA818,15031614B,15,03,1614,6042,Hendrick De Vries,,Hendrick,De Vries,painter,teacher,start
BRGA818,15031614B,15,03,1614,6905,Peter Hendrickx,,Peter,Hendrickx,painter,apprentice,start
BRGA818,15031616,15,03,1616,6802,Jacques Foucquier,,Jacques,Foucquier,member,master,start
BRGA818,15031616,15,03,1616,6802,Jacques Foucquier,,Jacques,Foucquier,member,apprentice,former
BRGA818,15031616,15,03,1616,6804,Artus Van Laecken,,Artus,Van Laecken,member,teacher,former
BRGA818,15031630,15,03,1630,2829,Antoon Van Opstal,,Antoon,Van Opstal,painter,teacher,start
BRGA818,15031630,15,03,1630,2896,Peter Francois Carega,,Peter Francois,Carega,painter,apprentice,start
BRGA818,15031682,15,03,1682,5542,Francois Reps,,Francois,Reps,painter,master,start
BRGA818,15051613,15,05,1613,6468,Peter Van Potteloy,,Peter,Van Potteloy,painter,teacher,start
BRGA818,15051613,15,05,1613,6872,Hans Doms,,Hans,Doms,member,apprentice,start
BRGA818,15051618,15,05,1618,6104,Jan Baptist Grondone,,Jan Baptist,Grondone,painter,teacher,start
BRGA818,15051618,15,05,1618,6707,Peter Van Assche,,Peter,Van Assche,member,apprentice,start
BRGA818,15051628A,15,05,1628,6332,Jan De Roy,,Jan,De Roy,member,master,start
BRGA818,15051628B,15,05,1628,480,Louis De Vadder,,Louis,De Vadder,painter,master,start
BRGA818,15051663,15,05,1663,532,Louis Cousin,,Louis,Cousin,painter,teacher,start
BRGA818,15051663,15,05,1663,5611,Tobias Schoonemans,,Tobias,Schoonemans,painter,apprentice,start
BRGA818,15051677,15,05,1677,5385,Nicolaes Van Geel,,Nicolaes,Van Geel,painter,master,start
BRGA818,15061618,15,06,1618,2895,Maerten Lambillot,,Maerten,Lambillot,painter,master,start
BRGA818,15061644,15,06,1644,2852,Nicolaes Schinckels,,Nicolaes,Schinckels,painter,teacher,start
BRGA818,15061644,15,06,1644,2993,Peter Adriaensen,,Peter,Adriaensen,member,apprentice,start
BRGA818,15061649,15,06,1649,3099,Maerten Laerelinckel,,Maerten,Laerelinckel,member,apprentice,start
BRGA818,15061649,15,06,1649,3100,Jan Wauters,,Jan,Wauters,member,teacher,start
BRGA818,15071632,15,07,1632,6859,Jan De Potter,,Jan,De Potter,member,master,start
BRGA818,15071641,15,07,1641,2875,Jacques Loots,,Jacques,Loots,painter,apprentice,start
BRGA818,15071641,15,07,1641,2900,Willem Lauwers,,Willem,Lauwers,painter,teacher,start
BRGA818,15071642,15,07,1642,2838,Gerard Van Hoochstadt,,Gerard,Van Hoochstadt,painter,teacher,start
